expocode,platform_name,platform_type,organization,investigators,country
33KF20110428,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110507,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110512,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110521,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110526,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110604,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110609,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110618,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110716,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110804,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110915,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110924,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110929,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20111008,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20111013,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20111022,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20111027,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20111105,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20111111,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120127,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120206,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120217,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120227,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120309,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120319,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120330,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120407,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120412,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120421,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120426,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120505,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120510,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120519,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120524,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120602,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120607,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120616,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120621,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120630,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120705,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120714,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120719,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120728,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120802,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120816,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120825,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20120830,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20121007,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20121014,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20121021,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20121028,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20121104,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20121115,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20130331,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130418,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20130427,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20130502,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20130516,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20130622,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130627,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130706,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130711,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130720,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130725,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130803,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130808,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130817,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20130929,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131027,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131103,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131114,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131123,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131202,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131212,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20131222,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20140329,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140405,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140410,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140419,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140424,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140503,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140508,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140517,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140522,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140531,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140605,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140614,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140619,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140628,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140703,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140712,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140717,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140726,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140731,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140809,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140814,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140823,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140829,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140906,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140911,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140920,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20140925,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141004,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141009,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141018,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141023,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141101,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141115,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141124,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141129,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141204,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141213,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141218,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141223,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20141227,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150104,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150109,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150118,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150124,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150129,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150207,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KF20150212,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
33KM19960620,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19960720,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19960827,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19960930,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19961111,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19970124,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19970328,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19970520,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19970608,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19970731,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19971003,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19971110,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19980214,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19980418,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19980603,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19980707,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19980906,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19981020,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19981129,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19990130,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19990506,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM19990708,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20000420,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20000615,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20000719,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20000904,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20001015,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20001116,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20010118,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20010329,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20020306,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20020409,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20020530,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20020824,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20021004,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20030109,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20030329,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20030822,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20031017,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20031118,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20040327,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20040429,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20040619,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20040713,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20050218,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20050406,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20050610,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20050716,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20060113,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20060401,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20060531,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20060707,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20070328,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20070508,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20070716,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20070814,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20070920,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20080208,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20080312,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20080430,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20080607,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20080806,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20080906,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20081017,Ka imimoana,Ship,NOAA PMEL,"Feely, R.",USA
33KM20100106,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20100214,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20100401,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20100725,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33KM20100902,Ka imimoana,Ship,NOAA PMEL,"Cosca, C.",USA
33LG20020307,Laurence M. Gould,Ship,LDEO Columbia Univ : NOAA ESRL CIRES,"Takahashi, T. : Sweeney, C. : Sutherland, S.C.",USA
33LG20020322,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20020407,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20020627,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20020729,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20021123,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20021229,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20030213,Laurence M. Gould,Ship,LDEO Columbia Univ : NOAA ESRL CIRES,"Takahashi, T. : Sweeney, C. : Sutherland, S.C.",USA
33LG20030312,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20030405,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20030510,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20030615,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20030815,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20030923,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20031010,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20031107,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20031123,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040101,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040212,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040401,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040424,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040514,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040530,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040613,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040706,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040825,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20040929,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20041018,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20041108,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20041124,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20041231,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050211,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050315,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050404,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050421,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050519,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050614,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050711,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050822,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20050917,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20051023,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20051108,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20051128,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060101,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060214,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060321,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060408,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060426,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060514,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
33LG20060620,Laurence M. Gould,Ship,NOAA ESRL CIRES : LDEO Columbia Univ : IAAR Univ Colorado,"Sweeney, C. : Takahashi, T. : Newberger, T. : Sutherland, S.C. : Munro, D.R.",USA
